SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,7124 NE 171st Ln Unit C-15,Kenmore,WA,98028,429999,2,2.25,Kenmore,1090,1791,1990,74,394,350,Active,,,http://www.redfin.com/WA/Kenmore/7124-NE-171st-Ln-98028/unit-C-15/home/284810,NWMLS,1487711,N,Y,47.753254,-122.245169
MLS Listing,,Condo/Co-op,1017 Minor Ave #103,Seattle,WA,98104,438000,1,1.0,First Hill,759,15366,1930,75,577,312,Active,,,http://www.redfin.com/WA/Seattle/1017-Minor-Ave-98104/unit-103/home/29747,NWMLS,1480479,N,Y,47.6101614,-122.3248292
MLS Listing,,Single Family Residential,232 SW 164th Pl,Normandy Park,WA,98166,375000,2,1.0,Normandy Park,1090,13448,1949,87,344,,Active,,,http://www.redfin.com/WA/Normandy-Park/232-SW-164th-Pl-98166/home/167145438,NWMLS,1480482,N,Y,47.4554642,-122.3369633
MLS Listing,,Condo/Co-op,9398 Redmond-Woodinville Rd NE Unit E128,Redmond,WA,98052,345000,2,1.5,Redmond,933,218230,1979,89,370,451,Active,,,http://www.redfin.com/WA/Redmond/9398-Redmond-Woodinville-Rd-NE-98052/unit-E128/home/103960839,NWMLS,1480874,N,Y,47.6849164,-122.1231722
MLS Listing,,Townhouse,14347 Stone Ave N Unit A,Seattle,WA,98133,439950,3,2.0,Haller Lake,1290,1352,2003,94,341,,Active,,,http://www.redfin.com/WA/Seattle/14347-Stone-Ave-N-98133/unit-A/home/102840,NWMLS,1476403,N,Y,47.7336617,-122.3428195
MLS Listing,,Condo/Co-op,1175 Harrington Pl NE #107,Renton,WA,98056,235000,2,1.0,Renton,946,32615,1982,101,248,416,Active,,,http://www.redfin.com/WA/Renton/1175-Harrington-Pl-NE-98056/unit-107/home/21050,NWMLS,1474854,N,Y,47.5026788,-122.1809292
MLS Listing,,Townhouse,16101 Bothell-Everett Hwy Unit K2,Mill Creek,WA,98012,298000,2,2.5,Mill Creek,1180,264945,1990,102,253,429,Active,,,http://www.redfin.com/WA/Mill-Creek/16101-Bothell-Everett-Hwy-98012/unit-K2/home/12177002,NWMLS,1472596,N,Y,47.8515384,-122.2167178
MLS Listing,,Condo/Co-op,8503 Bowdoin Way #206,Edmonds,WA,98026,429000,2,1.75,Chase Lake,1220,2178,1977,108,352,624,Active,,,http://www.redfin.com/WA/Edmonds/8503-Bowdoin-Way-98026/unit-206/home/2782154,NWMLS,1468590,N,Y,47.8068408,-122.3479425
MLS Listing,,Condo/Co-op,900 Warren Ave N #400,Seattle,WA,98109,399000,1,1.0,Queen Anne,700,17082,1963,110,570,538,Active,,,http://www.redfin.com/WA/Seattle/900-Warren-Ave-N-98109/unit-400/home/2081447,NWMLS,1463374,N,Y,47.6274031,-122.3537128
MLS Listing,,Condo/Co-op,2021 4th Ave N #2,Seattle,WA,98109,399000,1,1.0,Queen Anne,750,12200,1909,115,532,500,Active,,,http://www.redfin.com/WA/Seattle/2021-4th-Ave-N-98109/unit-2/home/17080562,NWMLS,1464910,N,Y,47.6372285,-122.3497803
MLS Listing,,Condo/Co-op,217 Alder St #103,Edmonds,WA,98020,375000,2,1.75,Edmonds,1120,20299,1977,122,335,314,Active,,,http://www.redfin.com/WA/Edmonds/217-Alder-St-98020/unit-103/home/2777262,NWMLS,1461750,N,Y,47.8086692,-122.381331
MLS Listing,,Condo/Co-op,5021 Ripley Ln N #308,Renton,WA,98056,449950,2,1.75,Renton,932,86632,1968,129,483,471,Active,,,http://www.redfin.com/WA/Renton/5021-Ripley-Ln-N-98056/unit-308/home/6029,NWMLS,1456344,N,Y,47.5371544,-122.197059
MLS Listing,,Condo/Co-op,1024 5th Ave S Unit C101,Edmonds,WA,98020,394800,2,1.75,Edmonds,1011,1307,1983,142,391,372,Active,,,http://www.redfin.com/WA/Edmonds/1024-5th-Ave-S-98020/unit-C101/home/2818043,NWMLS,1446787,N,Y,47.8023201,-122.3782294
MLS Listing,,Condo/Co-op,13743 15th Ave NE Unit D1,Seattle,WA,98125,365000,3,2.0,Jackson Park,1390,94865,1975,144,263,638,Active,,,http://www.redfin.com/WA/Seattle/13743-15th-Ave-NE-98125/unit-D1/home/68929,NWMLS,1446970,N,Y,47.7296145,-122.3140237
MLS Listing,,Condo/Co-op,123 Queen Anne Ave N #403,Seattle,WA,98109,285000,0,1.0,Queen Anne,392,14196,2000,146,727,244,Active,,,http://www.redfin.com/WA/Seattle/123-Queen-Anne-Ave-N-98109/unit-403/home/40850,NWMLS,1447431,N,Y,47.6193175,-122.3570761
MLS Listing,,Condo/Co-op,301 W Raye St #204,Seattle,WA,98119,419000,2,1.5,Queen Anne,697,,1987,171,601,414,Active,,,http://www.redfin.com/WA/Seattle/301-W-Raye-St-98119/unit-204/home/2073295,NWMLS,1432273,N,Y,47.6428902,-122.3613152
MLS Listing,,Vacant Land,22525 23rd Ave SE,Monroe,WA,98272,250000,0,,High Rock,,217800,,1,,,Active,,,http://www.redfin.com/WA/Monroe/22525-165th-Ave-SE-98272/home/2591436,NWMLS,1522658,N,Y,47.792239,-122.0085051
MLS Listing,,Mobile/Manufactured Home,155 NE Zodiac Ln,Bremerton,WA,98311,137000,4,2.0,Central Kitsap,1782,,1991,1,77,,Active,,,http://www.redfin.com/WA/Bremerton/155-NE-Zodiac-Ln-98311/home/35530588,NWMLS,1522576,N,Y,47.6230856,-122.6484489
MLS Listing,,Condo/Co-op,121 12th Ave E #209,Seattle,WA,98102,419950,1,1.0,Capitol Hill,597,,2019,1,703,273,Active,,,http://www.redfin.com/WA/Seattle/121-12th-Ave-E-98102/unit-209/home/160621627,NWMLS,1522626,N,Y,47.619414,-122.3171781
MLS Listing,,Townhouse,14715 Admiralty (unit 20) Way #20,Lynnwood,WA,98087,499990,3,2.25,Lynnwood,1917,935,2019,1,261,175,Active,,,http://www.redfin.com/WA/Lynnwood/14715-Admiralty-unit-20-WAY-98087/unit-20/home/169150095,NWMLS,1522620,N,Y,47.865098,-122.272458
MLS Listing,,Vacant Land,40305 SE 60th St,Snoqualmie,WA,98065,350000,0,,Snoqualmie,,446054,,1,,,Active,,,http://www.redfin.com/WA/Snoqualmie/40305-SE-60th-St-98065/home/22231257,NWMLS,1521029,N,Y,47.5453642,-121.8024869
MLS Listing,,Single Family Residential,5156 S Director St,Seattle,WA,98118,475000,3,1.75,Rainier Beach,1160,8400,1941,1,409,,Active,,,http://www.redfin.com/WA/Seattle/5156-S-Director-St-98118/home/176740,NWMLS,1522600,N,Y,47.522093,-122.2675441
MLS Listing,,Single Family Residential,24303 22nd Pl S,Des Moines,WA,98198,315000,3,2.0,Des Moines,1260,7500,1980,1,250,,Active,,,http://www.redfin.com/WA/Des-Moines/24303-22nd-Pl-S-98198/home/203244,NWMLS,1522564,N,Y,47.3840071,-122.3051558
MLS Listing,,Townhouse,5403 S 234th St Unit 5-3,Kent,WA,98032,327000,3,2.5,The Lakes,1394,253968,1996,1,235,360,Active,September-22-2019 04:00 PM,September-22-2019 06:00 PM,http://www.redfin.com/WA/Kent/5403-S-234th-St-98032/unit-5-3/home/56786,NWMLS,1522577,N,Y,47.3927147,-122.2660158
MLS Listing,,Single Family Residential,4036 NE Breakwater Ct,Bremerton,WA,98311,370000,3,2.0,Illahee,1508,15246,2011,1,245,,Active,,,http://www.redfin.com/WA/Bremerton/Unknown-98311/home/18911025,NWMLS,1522574,N,Y,47.631512,-122.595111
MLS Listing,,Single Family Residential,1216 S 236th Pl,Des Moines,WA,98198,445250,4,2.5,Des Moines,2240,7044,1985,1,199,,Active,,,http://www.redfin.com/WA/Des-Moines/1216-S-236th-Pl-98198/home/202077,NWMLS,1522558,N,Y,47.3901789,-122.3182971
MLS Listing,,Townhouse,14715 Admiralty (unit 19) Way #19,Lynnwood,WA,98087,499990,3,2.25,Lynnwood,1917,935,2019,1,261,175,Active,,,http://www.redfin.com/WA/Lynnwood/14715-Admiralty-unit-19-WAY-98087/unit-19/home/169148188,NWMLS,1522551,N,Y,47.865098,-122.272458
MLS Listing,,Single Family Residential,16117 131st Pl SE,Renton,WA,98058,475000,3,2.0,Fairwood,1880,12313,1969,1,253,37,Active,,,http://www.redfin.com/WA/Renton/16117-131st-Pl-SE-98058/home/228123,NWMLS,1522539,N,Y,47.4578418,-122.1652409
MLS Listing,,Single Family Residential,3624 NE 10th St,Renton,WA,98056,369000,3,1.75,Highlands,1710,5228,1957,1,216,,Active,,,http://www.redfin.com/WA/Renton/3624-NE-10th-St-98056/home/243093,NWMLS,1522523,N,Y,47.4987185,-122.1702177
MLS Listing,,Single Family Residential,1193 NW Suzanne Ct,Poulsbo,WA,98370,420000,3,2.5,Waghorn Hills,1670,19166,2000,1,251,6,Active,,,http://www.redfin.com/WA/Poulsbo/1193-NW-Suzanne-Ct-98370/home/2495275,NWMLS,1522501,N,Y,47.7890542,-122.6635474
MLS Listing,,Mobile/Manufactured Home,18519 176th St SE,Monroe,WA,98272,179000,2,1.0,Monroe,566,35284,1964,1,316,,Active,,,http://www.redfin.com/WA/Monroe/18519-176th-St-SE-98272/home/2511585,NWMLS,1519552,N,Y,47.8383759,-121.982413
MLS Listing,,Mobile/Manufactured Home,900 NE Saturn Ln,Bremerton,WA,98311,135000,3,1.75,Central Kitsap,1402,,1993,1,96,,Active,,,http://www.redfin.com/WA/Bremerton/900-NE-Saturn-Ln-98311/home/169147782,NWMLS,1522498,N,Y,47.6253319,-122.6403534
MLS Listing,,Townhouse,15604 133rd Pl NE Unit 15B,Woodinville,WA,98072,470000,2,2.25,Woodinville,1308,2664836,1998,1,359,425,Active,,,http://www.redfin.com/WA/Woodinville/15604-133rd-Pl-NE-98072/unit-15B/home/27820,NWMLS,1522500,N,Y,47.740237,-122.1622787
MLS Listing,,Condo/Co-op,1208 S 216th St Unit 101C,Des Moines,WA,98198,159950,1,1.0,Downtown Des Moines,682,,1985,1,235,200,Active,,,http://www.redfin.com/WA/Des-Moines/1208-S-216th-St-98198/unit-101C/home/27782,NWMLS,1522302,N,Y,47.409247,-122.317922
MLS Listing,,Condo/Co-op,300 N 130th Unit 1-205,Seattle,WA,98133,300000,1,1.0,Bitter Lake,707,,1988,1,424,370,Active,,,http://www.redfin.com/WA/Seattle/300-N-130th-St-98133/unit-1205/home/12538742,NWMLS,1522443,N,Y,47.7237869,-122.3537358
MLS Listing,,Vacant Land,273 10th Pl S,Des Moines,WA,98198,325000,0,,Redondo,,16126,,1,,,Active,,,http://www.redfin.com/WA/Seattle/273-10th-Pl-S-98198/home/169147407,NWMLS,1522137,N,Y,47.356878,-122.320165
MLS Listing,,Single Family Residential,1902 Corbet Dr NW,Bremerton,WA,98312,299900,3,1.75,Phinney Bay,2178,12197,1935,1,138,,Active,,,http://www.redfin.com/WA/Bremerton/1902-Corbet-Dr-98312/home/2320674,NWMLS,1522404,N,Y,47.5784926,-122.6591974
MLS Listing,,Condo/Co-op,10545 Meridian Ave N #301,Seattle,WA,98133,439990,2,1.75,Ballard,1057,117857,1979,2,416,418,Active,,,http://www.redfin.com/WA/Seattle/10545-Meridian-Ave-N-98133/unit-301/home/2063619,NWMLS,1521898,N,Y,47.7064758,-122.3342774
MLS Listing,,Condo/Co-op,1740 NE 86th St #306,Seattle,WA,98115,278998,1,1.0,Lake City,646,40144,1982,2,432,335,Active,,,http://www.redfin.com/WA/Seattle/1740-NE-86th-St-98115/unit-306/home/39882,NWMLS,1520547,N,Y,47.6915107,-122.3073958
MLS Listing,,Single Family Residential,22118 SE 277th St,Maple Valley,WA,98038,474500,4,2.5,Elk Run Golf Course,1900,9408,1994,2,250,8,Active,,,http://www.redfin.com/WA/Maple-Valley/22118-SE-277th-St-98038/home/378075,NWMLS,1522360,N,Y,47.3541712,-122.0459993
MLS Listing,,Condo/Co-op,9024 25th Ave SW Unit G202,Seattle,WA,98106,379800,2,1.75,Westwood,1016,,1979,2,374,375,Active,September-22-2019 03:00 PM,September-22-2019 06:00 PM,http://www.redfin.com/WA/Seattle/9024-25th-Ave-SW-98106/unit-202G/home/24549,NWMLS,1522413,N,Y,47.5217565,-122.3642324
MLS Listing,,Condo/Co-op,715 Harrington Pl SE #3140,Renton,WA,98058,277000,2,1.75,Rolling Hills,970,,2004,2,286,205,Active,,,http://www.redfin.com/WA/Renton/715-Harrington-Pl-SE-98058/unit-3140/home/2082080,NWMLS,1521915,N,Y,47.4734423,-122.1808441
MLS Listing,,Single Family Residential,3895 Portside Dr,Bremerton,WA,98312,370000,3,2.5,Port Orchard,2023,3049,2017,2,183,30,Active,,,http://www.redfin.com/WA/Bremerton/3895-Portside-Dr-98312/home/109910410,NWMLS,1519070,N,Y,47.513185,-122.6845613
MLS Listing,,Condo/Co-op,2960 SW Raymond St #302,Seattle,WA,98126,409950,2,1.75,West Seattle,1081,,2007,2,379,473,Active,,,http://www.redfin.com/WA/Seattle/2960-SW-Raymond-St-98126/unit-302/home/103664952,NWMLS,1522403,N,Y,47.548645,-122.3694526
MLS Listing,,Single Family Residential,1450 Garrison Ave,Port Orchard,WA,98366,259999,3,1.0,Port Orchard,1400,6534,1942,2,186,,Active,,,http://www.redfin.com/WA/Port-Orchard/1450-Garrison-Ave-98366/home/2340636,NWMLS,1521712,N,Y,47.5254252,-122.6439395
MLS Listing,,Single Family Residential,609 8th St,Bremerton,WA,98337,259900,3,1.5,Bremerton,1560,6534,1918,2,167,,Active,,,http://www.redfin.com/WA/Bremerton/609-8th-St-98337/home/2205518,NWMLS,1521218,N,Y,47.5684122,-122.6285674
MLS Listing,,Single Family Residential,13250 4th Ave SW,Burien,WA,98146,365000,4,1.75,Hazel Valley,1560,7200,1953,2,234,,Active,,,http://www.redfin.com/WA/Burien/13250-4th-Ave-SW-98146/home/184072,NWMLS,1520806,N,Y,47.4833905,-122.3388887
MLS Listing,,Condo/Co-op,1840 25TH Ave NE Unit S206,Issaquah,WA,98029,398950,1,1.0,Issaquah Highlands,743,62541,2007,2,537,384,Active,,,http://www.redfin.com/WA/Issaquah/1840-25th-Ave-NE-98029/unit-S206/home/103955882,NWMLS,1513928,N,Y,47.5474679,-121.997497
MLS Listing,,Townhouse,8204 S 132nd St,Renton,WA,98178,499990,4,3.5,Renton,1803,,2019,2,277,365,Active,September-22-2019 10:00 AM,September-22-2019 06:00 PM,http://www.redfin.com/WA/Seattle/8204-S-132nd-St-98178/home/169144425,NWMLS,1522385,N,Y,47.4850357,-122.2294119
MLS Listing,,Mobile/Manufactured Home,513 Seattle Dr,Port Ludlow,WA,98365,229900,3,2.0,Trails End,1834,28750,1999,2,125,,Active,,,http://www.redfin.com/WA/Port-Ludlow/513-Seattle-Dr-98365/home/21493121,NWMLS,1522144,N,Y,47.832476,-122.693101
MLS Listing,,Single Family Residential,24059 SE 262nd St,Maple Valley,WA,98038,410000,3,2.25,Maple Valley,1300,3780,2011,2,315,30,Active,,,http://www.redfin.com/WA/Maple-Valley/24059-SE-262nd-St-98038/home/22463856,NWMLS,1520527,N,Y,47.3667715,-122.020485
MLS Listing,,Single Family Residential,4048 S 262 St,Kent,WA,98032,489000,4,3.0,Kent,1660,11560,1977,2,295,,Active,,,http://www.redfin.com/WA/Kent/4048-S-262nd-St-98032/home/206608,NWMLS,1522053,N,Y,47.366929,-122.2818735
MLS Listing,,Single Family Residential,14720 113th St NW,Gig Harbor,WA,98329,340000,1,1.0,Minter,1060,9000,1974,2,321,23,Active,,,http://www.redfin.com/WA/Gig-Harbor/14720-113th-St-NW-98329/home/2883966,NWMLS,1521845,N,Y,47.3602207,-122.7340638
MLS Listing,,Mobile/Manufactured Home,13208 412th Way SE,North Bend,WA,98045,399000,3,3.0,North Bend,2246,94960,1981,2,178,,Active,,,http://www.redfin.com/WA/North-Bend/13208-412th-Ave-SE-98045/home/485576,NWMLS,1512742,N,Y,47.4810268,-121.787664
MLS Listing,,Mobile/Manufactured Home,18959 Harris Ave NE,Suquamish,WA,98392,269000,3,2.0,Suquamish,1161,3920,2007,2,232,,Active,,,http://www.redfin.com/WA/Suquamish/18959-Harris-Ave-NE-98392/home/2371748,NWMLS,1521662,N,Y,47.734825,-122.5517178
MLS Listing,,Single Family Residential,12431 2nd Pl SW,Seattle,WA,98146,375000,3,1.0,Burien,1010,7800,1941,2,371,,Active,,,http://www.redfin.com/WA/Seattle/12431-2nd-Pl-SW-98146/home/169144303,NWMLS,1521753,N,Y,47.4915943,-122.3363038
MLS Listing,,Condo/Co-op,10501 8th Ave NE #412,Seattle,WA,98125,315000,1,1.0,Northgate,744,111839,1984,2,423,423,Active,,,http://www.redfin.com/WA/Seattle/10501-8th-Ave-NE-98125/unit-412/home/61445,NWMLS,1522352,N,Y,47.7055354,-122.3212329
MLS Listing,,Vacant Land,24073 Pimlico Pl NE,Poulsbo,WA,98370,199000,0,,Poulsbo,,219542,,2,,,Active,,,http://www.redfin.com/WA/Poulsbo/24073-Pimlico-Pl-NE-98370/home/105564962,NWMLS,1522301,N,Y,47.783117,-122.614602
MLS Listing,,Single Family Residential,3029 S 200th St,SeaTac,WA,98198,325000,3,1.0,Angle Lake,1390,7830,1956,2,234,,Active,,,http://www.redfin.com/WA/SeaTac/3029-S-200th-St-98198/home/337141,NWMLS,1521319,N,Y,47.4224627,-122.2934946
MLS Listing,,Single Family Residential,6105 178th St SW,Lynnwood,WA,98037,454950,3,1.0,Lynnwood,1440,10019,1959,2,316,,Active,,,http://www.redfin.com/WA/Lynnwood/6105-178th-St-SW-98037/home/2712659,NWMLS,1516399,N,Y,47.8379384,-122.3159082
MLS Listing,,Condo/Co-op,201 Galer St #163,Seattle,WA,98109,499000,1,1.0,Queen Anne,735,125361,1908,2,679,559,Active,,,http://www.redfin.com/WA/Seattle/201-Galer-St-98109/unit-163/home/8190189,NWMLS,1522241,N,Y,47.6319655,-122.3520303
MLS Listing,,Single Family Residential,3321 SE Summer Pl,Port Orchard,WA,98366,339950,3,2.25,Port Orchard,1924,9583,1977,2,177,,Active,,,http://www.redfin.com/WA/Port-Orchard/3321-SE-Summer-Pl-98366/home/2441383,NWMLS,1522091,N,Y,47.5183145,-122.6081814
MLS Listing,,Condo/Co-op,22121 41st Pl S #202,Kent,WA,98032,224500,1,1.0,Riverview,801,,2000,2,280,391,Active,,,http://www.redfin.com/WA/Kent/22121-41st-Pl-S-98032/unit-202/home/17079077,NWMLS,1522244,N,Y,47.4030959,-122.2820924
MLS Listing,,Single Family Residential,1910 Hardway Ln,Bremerton,WA,98312,449950,4,3.25,West Hills,2700,3920,2019,2,167,,Active,,,http://www.redfin.com/WA/Bremerton/1910-Hardway-Ln-98312/home/168708321,NWMLS,1522299,N,Y,47.548359,-122.6765499
MLS Listing,,Condo/Co-op,2920 76th Ave SE #105,Mercer Island,WA,98040,425000,1,1.0,North End,1300,,1972,2,327,332,Active,September-25-2019 10:00 AM,September-25-2019 12:00 PM,http://www.redfin.com/WA/Mercer-Island/2920-76th-Ave-SE-98040/unit-105/home/22118,NWMLS,1521344,N,Y,47.5836993,-122.2369805
MLS Listing,,Condo/Co-op,1616 41st Ave E #302,Seattle,WA,98112,399900,1,1.0,Madison Park,680,14400,1959,2,588,549,Active,,,http://www.redfin.com/WA/Seattle/1616-41st-Ave-E-98112/unit-302/home/6439,NWMLS,1521491,N,Y,47.6338788,-122.2795058
MLS Listing,,Single Family Residential,1941 Hardway Ln,Bremerton,WA,98312,374950,3,2.5,West Hills,2252,3049,2019,2,166,,Active,,,http://www.redfin.com/WA/Bremerton/1941-Hardway-Ln-98312/home/168708338,NWMLS,1522282,N,Y,47.548433,-122.6778289
MLS Listing,,Single Family Residential,4816 Lupine Ln NW,Silverdale,WA,98383,359900,3,1.75,Silverdale,1398,8712,1969,2,257,,Active,,,http://www.redfin.com/WA/Silverdale/4816-Lupine-Ln-NW-98383/home/35644773,NWMLS,1522147,N,Y,47.64415,-122.7123006
MLS Listing,,Single Family Residential,18231 5th Ave S,Burien,WA,98166,449900,3,1.75,Manhattan,1592,9608,1969,2,283,,Active,,,http://www.redfin.com/WA/Seattle/18231-5th-Ave-S-98148/home/339991,NWMLS,1521960,N,Y,47.438734,-122.3279485
MLS Listing,,Mobile/Manufactured Home,17037 190th Ave SE,Renton,WA,98058,407500,3,1.75,Renton,1856,35250,1979,2,220,,Active,,,http://www.redfin.com/WA/Renton/17037-190th-Ave-SE-98058/home/2092674,NWMLS,1518511,N,Y,47.4488052,-122.0880058
MLS Listing,,Single Family Residential,20528 61st Pl W,Lynnwood,WA,98036,429950,3,1.0,Lynnwood,1105,8276,1958,2,389,,Active,,,http://www.redfin.com/WA/Lynnwood/20528-61st-Pl-W-98036/home/2691736,NWMLS,1521364,N,Y,47.8122276,-122.3164377
MLS Listing,,Mobile/Manufactured Home,28325 15th Ave SE #183,Bothell,WA,98021,230000,2,1.75,Canyon Park,1352,,2006,2,170,,Active,,,http://www.redfin.com/WA/Bothell/28325-15th-Ave-SE-98021/unit-183/home/169143834,NWMLS,1521552,N,Y,47.776943,-122.2124226
MLS Listing,,Condo/Co-op,8020 146th Ave NE Unit A29,Redmond,WA,98052,420000,2,2.0,Redmond,1080,1045875,1979,2,389,462,Active,,,http://www.redfin.com/WA/Redmond/8020-146th-Ave-NE-98052/unit-A29/home/169143831,NWMLS,1521521,N,Y,47.6757603,-122.1447261
MLS Listing,,Single Family Residential,24236 13 Ave S,Des Moines,WA,98198,385000,3,1.75,Des Moines,1090,7200,1967,2,353,,Active,,,http://www.redfin.com/WA/Des-Moines/24236-13th-Ave-S-98198/home/169143814,NWMLS,1517609,N,Y,47.3838282,-122.3173099
MLS Listing,,Single Family Residential,2710 Quarry St W,Bremerton,WA,98312,185000,2,2.0,Sherman Heights,1950,16117,1940,2,95,,Active,,,http://www.redfin.com/WA/Bremerton/2710-Quarry-St-98312/home/12226678,NWMLS,1521168,N,Y,47.5364619,-122.6894482
MLS Listing,,Condo/Co-op,12345 Roosevelt Way NE #402,Seattle,WA,98125,299922,1,1.0,Pinehurst,664,,2000,2,452,262,Active,,,http://www.redfin.com/WA/Seattle/12345-Roosevelt-Way-NE-98125/unit-402/home/53530,NWMLS,1521885,N,Y,47.7189409,-122.318573
MLS Listing,,Single Family Residential,19821 4th Ave S,Des Moines,WA,98148,389000,3,1.0,North Hill,1130,8781,1953,2,344,,Active,,,http://www.redfin.com/WA/Des-Moines/19821-4th-Ave-S-98148/home/338448,NWMLS,1521561,N,Y,47.4241042,-122.3309178
MLS Listing,,Single Family Residential,9650 NE Shore Dr,Indianola,WA,98342,359000,3,1.0,Indianola,1408,9148,1948,2,255,,Active,,,http://www.redfin.com/WA/Indianola/9650-NE-Shore-Dr-98342/home/2213144,NWMLS,1520249,N,Y,47.7476279,-122.5188403
MLS Listing,,Townhouse,3755 NW Mountaire Way,Silverdale,WA,98383,372950,3,2.5,Silverdale,2360,2178,2018,2,158,50,Active,,,http://www.redfin.com/WA/Silverdale/3755-NW-Kitsap-Pl-98383/home/143241231,NWMLS,1521627,N,Y,47.658664,-122.700253
MLS Listing,,Townhouse,3749 NW Mountaire Way,Silverdale,WA,98383,372950,3,2.5,Silverdale,2360,2178,2018,2,158,50,Active,,,http://www.redfin.com/WA/Silverdale/3749-NW-Kitsap-Pl-98383/home/143241233,NWMLS,1521941,N,Y,47.658665,-122.700151
MLS Listing,,Single Family Residential,17315 47th Ave S,SeaTac,WA,98188,450000,3,1.5,McMicken Heights,1550,10822,1959,2,290,,Active,,,http://www.redfin.com/WA/SeaTac/17315-47th-Ave-S-98188/home/194254,NWMLS,1520405,N,Y,47.4484073,-122.2754284
MLS Listing,,Mobile/Manufactured Home,13721 137th St NW,Gig Harbor,WA,98329,279950,3,2.0,Gig Harbor,1280,14700,2019,2,219,36,Active,,,http://www.redfin.com/WA/Gig-Harbor/13721-137th-St-NW-98329/home/2885237,NWMLS,1521983,N,Y,47.3831834,-122.7186675
MLS Listing,,Condo/Co-op,924 Shorewood Dr #49,Bremerton,WA,98312,229995,3,2.0,Bremerton,1166,,1968,2,197,524,Active,,,http://www.redfin.com/WA/Bremerton/924-Shorewood-Dr-98312/unit-49/home/2504726,NWMLS,1521633,N,Y,47.570504,-122.6805595
MLS Listing,,Condo/Co-op,3825 NE 155th Pl #200,Lake Forest Park,WA,98155,305000,2,1.5,Sheridan Beach,1129,,1968,2,270,578,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/3825-NE-155th-Pl-98155/unit-200/home/69856,NWMLS,1520032,N,Y,47.7414781,-122.2866536
MLS Listing,,Condo/Co-op,10837 NE 148th Ln Unit D-1,Bothell,WA,98011,267500,1,1.0,Juanita,652,374551,1982,2,410,263,Active,,,http://www.redfin.com/WA/Bothell/10837-NE-148th-Ln-98011/unit-D1/home/167719601,NWMLS,1521269,N,Y,47.7349378,-122.1949244
MLS Listing,,Single Family Residential,13825 Sandy Point East NW,Gig Harbor,WA,98329,359990,3,2.0,Lake Holiday,1624,13259,2020,2,222,,Active,,,http://www.redfin.com/WA/Gig-Harbor/13825-E-Sandy-Point-NW-98329/home/105510042,NWMLS,1522174,N,Y,47.384127,-122.725956
MLS Listing,,Townhouse,14918 38th Dr SE Unit V1160,Bothell,WA,98012,395000,3,2.5,Mill Creek,1577,,2007,2,250,423,Active,,,http://www.redfin.com/WA/Bothell/14918-38th-Dr-SE-98012/unit-V1160/home/12166103,NWMLS,1522172,N,Y,47.8620109,-122.1805331
MLS Listing,,Single Family Residential,4008 14th Ave S Unit B,Seattle,WA,98108,495000,3,2.0,Beacon Hill,1340,1463,1948,2,369,,Active,,,http://www.redfin.com/WA/Seattle/4008-14th-Ave-S-98108/unit-B/home/39904434,NWMLS,1521407,N,Y,47.5677003,-122.314452
MLS Listing,,Single Family Residential,16503 145th Ave SE,Renton,WA,98058,460000,3,1.75,Fairwood Greens,1670,11979,1968,2,275,25,Active,,,http://www.redfin.com/WA/Renton/16503-145th-Ave-SE-98058/home/232491,NWMLS,1520605,N,Y,47.4549309,-122.1462922
MLS Listing,,Single Family Residential,571 SW Birch Rd,Port Orchard,WA,98367,459000,3,2.75,Port Orchard,3027,79279,1956,2,152,,Active,,,http://www.redfin.com/WA/Port-Orchard/571-SW-Birch-Rd-98367/home/2151767,NWMLS,1521251,N,Y,47.5068955,-122.6560696
MLS Listing,,Single Family Residential,10833 SE 232nd,Kent,WA,98031,349900,1,,Kent,1090,7350,1962,2,321,,Active,,,http://www.redfin.com/WA/Kent/10833-SE-232nd-St-98031/home/222472,NWMLS,1522135,N,Y,47.3942643,-122.1957014
MLS Listing,,Single Family Residential,8275 Maple Ave SE,Snoqualmie,WA,98065,498000,2,1.0,Downtown Snoqualmie,1050,4503,1917,2,474,,Active,,,http://www.redfin.com/WA/Snoqualmie/8275-Maple-Ave-SE-98065/home/483962,NWMLS,1521749,N,Y,47.526387,-121.82508
MLS Listing,,Single Family Residential,500 Ross St,Port Orchard,WA,98366,329900,3,2.0,Port Orchard,1738,6098,1994,2,190,,Active,September-27-2019 04:00 PM,September-27-2019 07:00 PM,http://www.redfin.com/WA/Port-Orchard/500-Ross-St-98366/home/2484314,NWMLS,1520291,N,Y,47.5192402,-122.6575147
